rank_number,address,balance,perc,cumulative_perc
198,0x85f9c38a44efb45cef47cbf510e6e18cddf2a78a,589.2135919649953,0.0003530177088641,0.977471562131058
199,0x7d990c17573b9fe410767723080fcb1734ff7d5b,587.0,0.0003516914713595,0.9778232536024176
200,0x3e7f054563682c42bd4907b88d0dc27557992576,580.558939790939,0.0003478324152402,0.978171086017658
201,0x7e1f8358943580724290277167b86ab4734752fe,544.165965,0.0003260281582532,0.9784971141759112
202,0xb81e88279f3208001aeda20689d3e5d818758dbf,544.0,0.0003259287230317,0.9788230428989428
203,0x3eb717f284ea6ef65b9d770694bbc6c7e1b1dd84,540.7082444184596,0.0003239565213897,0.9791469994203326
204,0x1c1bfc1763c8e88fccce1b57eefc79a461fa4944,529.3952597479029,0.0003171785312291,0.9794641779515616
205,0x7fcfeb41316c67ca985c652e639367762d5e98da,526.8974755441685,0.0003156820245822,0.979779859976144
206,0x0e76602324bd961e3e928b4bd5dc578b9883df11,519.4890044761754,0.0003112433600329,0.9800911033361768
207,0x3eed07fc683037565e54408a6800c9c3a6f70c45,513.1809334279953,0.0003074639821992,0.9803985673183762
208,0xc154eb56388c8ce13492b3b149d451bb1b42ac5b,503.7828,0.0003018332439142,0.9807004005622904
209,0xf11704511975cc5908f6dbd89be922f5c86c1055,502.8561449244014,0.0003012780536468,0.9810016786159372
210,0x5ac583feb2b1f288c0a51d6cdca2e8c814bfe93b,500.0,0.0002995668410217,0.981301245456959
210,0xf9299c8663d195481cd54b6f7e32bb45ad1c9a2b,500.0,0.0002995668410217,0.9816008122979808
210,0x152ad2e12e102abf64280c5e3d70257effb0ede0,500.0,0.0002995668410217,0.9819003791390026
213,0x933fe343746549ac10d471ce4dfa20baab3ede86,499.0,0.0002989677073397,0.9821993468463424
214,0x16e26789b4052815d450043a637b368bfb3ea63a,482.19754733189023,0.0002889007920053,0.9824882476383476
215,0x1210ba92eb82cc256213c78f0ef9d5212c7034a9,481.5500243565466,0.0002885128391809,0.9827767604775288
216,0xa0a1a1736d98c835bd2608abfe242ba7e65d2126,477.8923260849944,0.0002863213889476,0.9830630818664764
217,0x6432c098bfeda15dd4d0692c46bdb43091a95171,470.88999226644097,0.000282126054904,0.9833452079213804
218,0x44ddf3e35cd2d629d78674ff6bf5b953e2b069fe,469.3832049245019,0.0002812232878558,0.9836264312092364
219,0x5303d37018b0e7e6f4fe8c706b7001735e5d430a,467.3903497458138,0.0002800293011948,0.9839064605104312
220,0x949bba9f1c13f2461835366aebcb53c852dd4308,460.8834782277143,0.0002761308153036,0.9841825913257348
221,0xc91d300d342ec4ebbc61b3ae75dc5d7245109dd9,454.6072415700244,0.0002723705105255,0.9844549618362604
222,0xff6cc994776b77f3b309014ddb6ff09584fde195,451.619157624082,0.0002705802487887,0.9847255420850493
223,0x12a63bd7c98fc55c4402923991685303ca7b75a2,451.37123677688487,0.0002704317110587,0.9849959737961078
224,0xb19df2bce7c036b69b20180413b58012fa328e58,433.65891429651816,0.0002598196620734,0.9852557934581812
225,0x5b4df17ca5a3339d722028a585582693742e5b5a,432.5441056458394,0.0002591517426618,0.9855149452008432
226,0xca4ad39f872e89ef23eabd5716363fc22513e147,432.426,0.0002590809815913,0.9857740261824344
227,0xf780ee9f9e50248e7f8433a132a4b0b00b3da313,426.708320214696,0.0002556553270488,0.9860296815094832
228,0xefcdc3a4164846b7e39c4708a7c816f4459f26bf,421.3773596062254,0.0002524613689906,0.986282142878474
229,0xadb620ec86eeb3570cc142bbc4b5556886cd259b,411.3863760535856,0.0002464754342275,0.9865286183127016
230,0x0f5bd2404ebb70410462c22cacb062cd285bfc52,409.66532148903445,0.0002454442924692,0.9867740626051708
231,0xb24f31bc22338ff0425f2e16c4902a8aa307807d,407.625265504088,0.0002442220262154,0.9870182846313864
232,0x10a84b835c5df26f2a380b3e00bcc84a66cd2d34,400.0,0.0002396534728174,0.9872579381042036
233,0xb46a595c65f62236eb7934b43397e0a05ea33c10,390.5318011864711,0.0002339807559999,0.9874919188602036
234,0xc7d0fd6dd83955b027f0f038c861d7d031c59785,376.5821907637952,0.0002256230745443,0.987717541934748
235,0x41e235560175a75c49c2e11e0e7a452a81c35808,367.8838285729303,0.0002204115927771,0.9879379535275252
236,0x0a1f2e1a4585bbf5e54a894fffa74133654bfadc,364.6989312032285,0.0002185034134891,0.9881564569410144
237,0xa6bba3fd4493e614c97e1dfc39fd55759aea4f9a,360.6313244779536,0.0002160663732947,0.9883725233143092
238,0x0a1751fcf226669952c0baf7361f90bc274dc03a,349.0,0.0002090976550332,0.9885816209693424
239,0xd3898129d4acb0f8039b1b9d6367b236f1e6100f,348.1346590744088,0.0002085792001382,0.9887902001694806
240,0x360d28d34f1a35a8d677af02d919a9baef766040,346.0,0.000207300253987,0.9889975004234676
241,0x1f83a7b86480e6142a85558ef6999f6091041906,329.37178419805844,0.0001973377298278,0.9891948381532956
242,0xbcad90f4a1ed4067d9bc33d4089ff18a82250253,324.1444212351647,0.0001942058406085,0.989389043993904
243,0x7d678b9218ac289e0c9f18c82f546c988bfe3022,315.0,0.0001887271098437,0.9895777711037478
244,0x5299c7d2b73b6a96231081dabfd54dfcc84fedeb,313.3062554302815,0.0001877123304232,0.989765483434171
245,0x4f58456954b429cf11276b4aaeb1ee91d45daa0e,312.1120169545381,0.000186996821928,0.989952480256099
246,0x92a28b6dffe7c1f8a3b6b0f20539c223423b288b,302.0768848114835,0.0001809844362573,0.9901334646923564
