address,balance,tec_tokens_flag
0x99272db5353e13c18b711d99d3a8f36ba459f747,6560.161506544184,1
0xdf00e071996de3336899bbd5722592b3d972e788,6548.36727393465,1
0xd91ec22114897e5e68997f77a6182de3cb09ba9b,6301.451629091783,1
0xaa79b87dc8b046a5e4f7d03f1562d7fe5bf98737,6175.254890738608,1
0xfda4271cdfe69f8f8df7f39b2248e775166ff632,6165.010000000001,1
0x0d1331af19df0110826aaec6f6ef7debf85bf107,6120.871031008744,1
0x60a9372862bd752cd02d9ae482f94cd2fe92a0bf,6101.009349580764,1
0x98f6a05f0cf0a07c9cb988ee152f346b34d6b8da,6025.703128605631,1
0x8aac40061e258d6e45fd13e214710abdf356285a,5887.207529958249,1
0x3c63b262c54f45ba1ca8e127f14a2b93fdc826ca,5885.484458838296,1
0x0bf920dfe6d36829ab5b0e153857d4ca689e46fb,5867.698060413976,1
0xec952ed8e7c2aa466cac36fd611d2e87df1243d7,5642.68028704082,1
0xa32aecda752cf4ef89956e83d60c04835d4fa867,5604.133871584085,1
0x6dc43be93a8b5fd37dc16f24872babc6da5e5e3e,5500,1
0x34aa3f359a9d614239015126635ce7732c18fdf3,5449.999999999999,1
0xb2d60143097b4f992bfbe955a22dbb2acd9a8eab,5283.368339220287,1
0x2fee53687906ba239602ed42cceee2ac8a4ada36,5181.885898355907,1
0x1d8a08c8c3ce0a852cb4da902754991759f7f625,5118.60331675711,1
0x1026effae689c49f3655e74dc45c8869e3f6fd35,5000,1
0x7f93e58a999d85879c2f051619f6879ba771f2bf,5000,1
0x1baec9d58603f6eaeddbd66acc56db76215fc8d6,4999,1
0xf49a19f72d0e106df462cfd6b5bebe42b6001616,4581.489834001632,1
0xb08f0ca73e8a59a1b7970e22b8ed2f9142c3fa53,4483.885742428803,1
0xb20a327c9b4da091f454b1ce0e2e4dc5c128b5b4,4469.058061477895,1
0x826976d7c600d45fb8287ca1d7c76fc8eb732030,4404.939829487554,1
0x809c9f8dd8ca93a41c3adca4972fa234c28f7714,4402.467834572068,1
0x224aba5d489675a7bd3ce07786fada466b46fa0f,4311.05336733558,1
0xdd505da2e2a8017f38a715948c6b6a2922ba27f0,4206.577065797222,1
0xc89ed88b54fd663b86ffd76f6ad2cda09d2ce13c,4100.320954081929,1
0xc8d65e1bd67f16522e3117b980e1c9d2caeb9dc3,4092.688728635982,1
0x9194b1713a8e07bc47b90fb7937e28e09b6cd100,4012.112724528607,1
0xb22981ba3fe1de2325935c91a3b717168fb86714,3999.9999999999986,1
0x763d7d362b59aea3858a92a302e18cd41b1252d4,3914.7707302357708,1
0x00d18ca9782be1caef611017c2fbc1a39779a57c,3833.515537641167,1
0x66df5a7715c5d4afbbfa52435c66aa20733be0d1,3821.6423620183855,1
0xa0f780d46f103db59cfc5ffec8b25ffd36940ea7,3750.869323683277,1
0x9ac9c636404c8d46d9eb966d7179983ba5a3941a,3677.851857219388,1
0xdf8f53b9f83e611e1154402992c6f6cb7daf246c,3649.67257105386,1
0x57f540a736a647ef2d2ef9cd823c4a4e655858a4,3602.050105524104,1
0x8041748a2a16e9b7a3980107f4376774421642c8,3554.378126942582,1
0xf27838b0c3ba2eee13b6ed3fe13a90ef7b57a2cc,3516.2421168406067,1
0x8f942eced007bd3976927b7958b50df126feecb5,3500,1
0xd6f5646d9e7fbee7cc907eb8e12dafa5378431e6,3463.6930313626826,1
0xd3f8a83dd0f5c873be0973dbd67bf0d441ae49d0,3401.4406418539206,1
0xefb49ddb9511180aeefd78da68ea4977fe02b0cb,3383.345081694733,1
0xeee2e0166e342e0b56fe9d5b76ce2c8eadd935b4,3381.279971171905,1
0x701d0ecb3ba780de7b2b36789aec4493a426010a,3361.815916000086,1
0x301605c95acbed7a1fd9c2c0deee964e2afbd0c3,3349.1521668285122,1
0xad2dcb058f10b4e11611f9c1fc0aa1a532e270d6,3341.416707782569,1
0xf35960302a07022aba880dffaec2fdd64d5bf1c1,3300,1
0xf503017d7baf7fbc0fff7492b751025c6a78179b,3165.6815558328276,1
0xcaaa39294a02bf3bf6a806d11d687e244ce56378,3114.803139840067,1
0x16e8d400ed871fb5e74a2db3c680838c9d383a26,3076.63,1
0x92b0fd2bd1991b2bdbb1306a719bd45dbfa46768,3000,1
0x48a63097e1ac123b1f5a8bbffafa4afa8192fab0,3000,1
0xcb5fba4419abc4d7c11af0c24ba0f2e555407f5b,2925.6689682624697,1
0xf83775c95a00612d4cac5053dd484ffa81bae0ad,2913.0717829595383,1
0x72e1638bd8cd371bfb04cf665b749a0e4ae38324,2910,1
0xd602d991dc99f6632c9f1e587d93c3c8ce7220b6,2863.6940921524415,1
0xf23ea0b5f14afcbe532a1df273f7b233ebe41c78,2824.173008629976,1
0x59ae7f21d18b2f5fdc7a99c4fd6dd9e67cec0bc9,2779.853163587538,1
0x9384eb57f892cce158c9ad5446d815cc7584d42b,2772.5074739881006,1
0x2fe25372a45d024ade1adeb9dce29e4da1368b35,2675.7523471439736,1
0x00432996c5cf8200cf208200613aec2329be0e39,2650,1
0xed77a2406bb16f56a5dc5cc6d893f6500585a115,2544.2551970195777,1
0xe73a198e7c07c418d7dcfd42f5e953074abbd125,2513.7335549048844,1
0x2dd3d3b07bc822aa9bef925f06fabacd23e7022a,2327.7751982329437,1
0xf592ee0e3a20ddd65882e0fe6bfbb4b465a98ae4,2274.457354298718,1
0xa444987a5d2c45150399c5cec0c8bf719a6dea3e,2214.2032801724968,1
0x2ce202ad36adb3b7515d2e6ec1395f55298dc230,2087.2135492329767,1
0xa81fa36c51c95b52431038352d3d452c5de5e6e8,2086.2550020377953,1
0x2920620b47d51170319a531a2d6d5810610e8c2a,2028.2099784835418,1
0xcbc473f08a515cd8e612f63a254278879f1ed315,2000,1
0x05d9eea07cf58f6ed205e4b5ca59a1c98114c459,1998.4982290809849,1
0xdee4fbf0b62febe20000826eaeb939e2cc7876b4,1981.7014982799296,1
0xb1a549920b38b2f7c80443b49b5a75db3a4cd5f5,1884.8527059927092,1
0x66d9dfddc3ad45d6383d5b9e9354f60bc9d16a8e,1881.4675360731183,1
0x77d40c87d423efb7ec576e80998a48377adf86df,1856.039218513929,1
0x864f2c20f55d7b6e80e65332c372c855a67be451,1844.571797691994,1
0x7e75c3fbe3aa9007d9e93eb948e02329b8b35dfe,1800,1
0xae9a1bbd8a53e6bd845d1b493cd174e6b0531eb8,1778.925120508348,1
0xdc0046b52e2e38aee2271b6171ebb65ccd337518,1777.3400000000001,1
0xb3e43abf014cb2d8cf8dc3d8c2e62157e6093343,1754.1609290928434,1
0x1d921dff757610fbdb0073479e12c0a07d382677,1744.5207546562133,1
0xe64f06f695de4c4e21ba8f383a2675fd884ac720,1653.4090009300296,1
0x39c00e3584a2176f55bb31bdc3450889927f5016,1636.4159016676595,1
0xa70c50a58473b12e8da58f1471d48c1ad8b3415a,1633.6198279860055,1
0x5ad3b55625553cef54d7561cd256658537d54aad,1575,1
0x2fa130927814b590623031e846f059df9554fdde,1527.434861262258,1
0x0f46540678c7e6d2ef983b382cc07fa815ab148c,1526.260043239338,1
0x874b3e815b02d3dcd5008fdee96127c16292ba1f,1476.2308159373151,1
0x02317bb3f16ce21e9239c217b21bd18aa24ab0d3,1475.5642328532947,1
0xc7bf5da444c923aaa80d77d288e86f3246dd4170,1473.2131689142125,1
0x2723875bff110974e712019e4ab631dcac97910d,1470.8531748359676,1
0x1964b1d5d69f96e6751da98c69b6fbba48a111b5,1453.4878926654649,1
0x3b0459c53fd6fc216fea8817512990c886310386,1410.1543793854075,1
0x18190831552ec91237d68ff94fe9124ccbac4163,1405,1
0xe5dda44c692a41f19ba07f2f7c546d273e953f15,1379.3186462865663,1
0xac446dd360716acef4e930612dcb1f652a98d750,1374.6777969023258,1
0x5d28fe1e9f895464aab52287d85ebff32b351674,1357.8221074097028,1
0x4c8692cc08b14fa8b74b6f313394b8997aad721d,1336.9935172274638,1
0x6d3b98452c8f2dffa0487ce6c66ca3cc3ab01308,1294.9612395874444,1
0x2273a141694829ae1957d296e86c49f904e1c162,1262.4258001097076,1
0x9d5a0ec9dcab69075e4ff40b46813f6d952bbd65,1257.993596063645,1
0x317bbc1927be411cd05615d2ffdf8d320c6c4052,1252.0001818504545,1
0x706e714e63eabaa8602c209ecc92943655e0c7b8,1249.230518934167,1
0x9885a84930e3c8c865a1d3debdc204f990bab7c3,1210.9159861779967,1
0x4d53016e20c8615bfdef02f3a13f969b9a0ec031,1209.7707493755418,1
0x81e80b838e04644a93e4f3c701038889d3a1b95e,1183,1
0x6543c99d0e073c140fd08a741c6cfdcd1449da94,1171.9276365282517,1
0x1e8ee48d0621289297693fc98914da2efdce1477,1150.0009933657207,1
0x9959dda625ba12809849f9b0f44e660c0f136733,1128.5060462094286,1
0x1e975f53956d644868f3ea25690b1bbeda658565,1123.9199386596804,1
0xefa21088f3830cd7d9f526ea268f7aaba34f785f,1103.759144006936,1
0x2915f137dab849f0b27aaab4d0dbd67aaee3c5f0,1075,1
0x00000000005dbcb0d0513fcda746382fe8a53468,1050.6220000000003,1
0x182312c44a219fd492f3ae177d11120a3ccd2ef3,1039.2947198901293,1
0xa8221b722b624651d48ebc881c4b6e9f17f4d03e,1036.1355251037314,1
0x6636a1ccbdf54485067304c1a590de016dead9f0,1015.421455934557,1
0xc5c4f3145b252407e25cfc92da0fb0bce2bc3310,1000,1
0x204323a83506ca93ef23731894b450071541e9df,1000,1
0xb08f95dbc639621dbaf48a472ae8fce0f6f56a6e,1000,1
0x5b93ff82faaf241c15997ea3975419dddd8362c5,1000,1
0x37341cbb14c5f128a70b149726ad8b2ce6f4c793,1000,1
0xe95a7326b06a97bf30e348e4840c1b8de4dbedf8,999.5129872645568,1
0x4ae70efbc57df5f16fc5fa2ccf016887e6312afb,999,1
0x6576dcd9f751c99adb07411b22ddda0be7ffe420,996.0899999999999,1
0x45e036da221032d814a8bf0ef46943f83e95b409,968.2453674527942,1
0x6466386897a82cb8c96c8680631da7489f154004,936.5318859662177,1
0x9e476f951dc5af8e4f7fd02c78f0cd765a25c8c0,925.5848169604585,1
0x21c9aba2392dd5e15ce74bf9c8685ac4907b5fab,916.2132741823456,1
0x1dc96f305645b5ac12dda5151eb6704677c7db12,899,1
0x0363f3c31076a64b85ceb69a28f958a7c1181cee,882.5,1
0xed8db37778804a913670d9367aaf4f043aad938b,879.2033494901434,1
0x14d92832265eeafdef9e526356fefc90105966c3,832.9591914857209,1
0x47a5ba5be900fc22ad31bec4c1ff54df8e67cd70,831.1234915119753,1
0xe50ceff4ecde1a76afc5153a99e5c7f84d1d25c8,808.3884011542686,1
0xa4d506434445bb7303ea34a07bc38484cdc64a95,800,1
0xf32b6e90a3ff5bee0dad681bd488cf9a023d090d,797.9761679264468,1
0xc68e8827fc1dd3b2bc94ca8b0228268f16dd6cf6,790.9673250069108,1
0x42a63047a1cd8449e3e70adeb7363c4ca01db528,774.9112005953285,1
0x9f6b969ee3f9c2b0a528b3029049e34bbd4bdb49,771.4749449946637,1
0xf2283b9c60bdbaf9b0c41b2f52907af7362a3302,762.2766798172754,1
0x813f5a155cb033fbca32388334d7111251a02b63,761.9072404910773,1
0xd06a907b7baaef9958fedc765f2c1d66c7cb4212,717.9825810388261,1
0xb00784c401d42f03ccbe1e85b9f2a4ae056c7251,717.76,1
0x88b353202e61fffef56bbfbc2748839e7c707e9f,702.2827661623535,1
0x29a31e68a5c3b052ac04a663f1e60a2cf184ff53,700,1
0x63a32f1595a68e811496d820680b74a5cca303c5,698.3704707707338,1
0x79de94216395eafe072b8b50216b5648edb3f609,697.124896262426,1
0x7710e7e881333fd3396ca5966bed6e72746b612d,694.050409441695,1
0xc7b2f15b62f186dcc69f35cd9ae833f6de6146ab,692.8926614467612,1
0x4194ce73ac3fbbece8ffa878c2b5a8c90333e724,684.3300281947943,1
0x8a79889c80e0e0ae07151acdc4537ffbace553f1,683.1733918085264,1
0xd70a0999e4afcd794ae01dd7194f34d60e5e21f4,668.7871032188705,1
0x8b580433568e521ad351b92b98150c0c65ce69b7,668.7869965195817,1
0x177a68f3c836a2a37a3c594cd16004d7b9589476,651.8680029098537,1
0xfb074aba249f6a75eda10996c3efa6d66465b8b3,648.4165423348428,1
0xdcdf8164aaf9345e48e747e95b07d2782d09cb40,642.72,1
0x80fe61720fe2bb8b54b028f037189de0b13aa50b,632.977600619008,1
0x489add7680605f6fc4806595cd75e65d7f1675eb,632.3172819940535,1
0x9de0c4bcc1fb8faab56aa04c2e18fb3d8b694bbb,631.0605591717026,1
0x63960487872023231e4c3fbde536c34e2c93de55,620.300489763406,1
0xfe6b3daf5db93c8203316956844b3ae23521a722,615.8891556270057,1
0xe23e317463fac259700d95572ee3417ccbb3cb8c,615.8257283326823,1
0x8321926c8aae281ef9d8520a772eb1d94a9ec6dd,615.336,1
0x38f80f8f76b1c44b2beefb63bb561f570fb6ddb6,608.8632238505029,1
0x1375847014ba64517210cbfe185808232cf45d4a,601.5084105842523,1
0x56e9cbe44e612aad90737fcd911c4756423c533a,597.6312663171342,1
0x85f9c38a44efb45cef47cbf510e6e18cddf2a78a,589.2135919649953,1
0x3e7f054563682c42bd4907b88d0dc27557992576,580.558939790939,1
0x55e44dde847a63a00df5ef9d2396d845405648b7,570.6707054147964,1
0xb81e88279f3208001aeda20689d3e5d818758dbf,544,1
0x3eb717f284ea6ef65b9d770694bbc6c7e1b1dd84,540.7082444184596,1
0x1c1bfc1763c8e88fccce1b57eefc79a461fa4944,529.3952597479029,1
0x7fcfeb41316c67ca985c652e639367762d5e98da,526.8974755441685,1
0x0e76602324bd961e3e928b4bd5dc578b9883df11,519.4890044761754,1
0x3eed07fc683037565e54408a6800c9c3a6f70c45,513.1809334279953,1
0xc154eb56388c8ce13492b3b149d451bb1b42ac5b,503.7828,1
0xf11704511975cc5908f6dbd89be922f5c86c1055,502.8561449244014,1
0x152ad2e12e102abf64280c5e3d70257effb0ede0,500,1
0xf9299c8663d195481cd54b6f7e32bb45ad1c9a2b,500,1
0x5ac583feb2b1f288c0a51d6cdca2e8c814bfe93b,500,1
0x933fe343746549ac10d471ce4dfa20baab3ede86,499,1
0x16e26789b4052815d450043a637b368bfb3ea63a,482.19754733189023,1
0x1210ba92eb82cc256213c78f0ef9d5212c7034a9,481.5500243565466,1
0xa0a1a1736d98c835bd2608abfe242ba7e65d2126,477.8923260849944,1
0x6432c098bfeda15dd4d0692c46bdb43091a95171,470.88999226644097,1
0x44ddf3e35cd2d629d78674ff6bf5b953e2b069fe,469.3832049245019,1
0x5303d37018b0e7e6f4fe8c706b7001735e5d430a,467.3903497458138,1
0x949bba9f1c13f2461835366aebcb53c852dd4308,460.8834782277143,1
0xc91d300d342ec4ebbc61b3ae75dc5d7245109dd9,454.60724157002437,1
0xff6cc994776b77f3b309014ddb6ff09584fde195,451.619157624082,1
0x12a63bd7c98fc55c4402923991685303ca7b75a2,451.37123677688487,1
0xb19df2bce7c036b69b20180413b58012fa328e58,433.65891429651816,1
0x5b4df17ca5a3339d722028a585582693742e5b5a,432.54410564583935,1
0xca4ad39f872e89ef23eabd5716363fc22513e147,432.426,1
0xf780ee9f9e50248e7f8433a132a4b0b00b3da313,426.708320214696,1
0xefcdc3a4164846b7e39c4708a7c816f4459f26bf,421.3773596062254,1
0xadb620ec86eeb3570cc142bbc4b5556886cd259b,411.3863760535856,1
0x8758e5741de847363dd2715a62431cc0cbda4ca6,410.095570304048,1
0x0f5bd2404ebb70410462c22cacb062cd285bfc52,409.66532148903445,1
0xb24f31bc22338ff0425f2e16c4902a8aa307807d,407.62526550408796,1
0x10a84b835c5df26f2a380b3e00bcc84a66cd2d34,400,1
0xe5f470e376554fb613a43fde223e40a3bb338765,399.0588948070375,1
0xb46a595c65f62236eb7934b43397e0a05ea33c10,390.5318011864711,1
0xc7d0fd6dd83955b027f0f038c861d7d031c59785,376.5821907637952,1
0x41e235560175a75c49c2e11e0e7a452a81c35808,367.8838285729303,1
0x0a1f2e1a4585bbf5e54a894fffa74133654bfadc,364.69893120322865,1
0xa6bba3fd4493e614c97e1dfc39fd55759aea4f9a,360.6313244779536,1
0x0a1751fcf226669952c0baf7361f90bc274dc03a,349,1
0xd3898129d4acb0f8039b1b9d6367b236f1e6100f,348.1346590744088,1
0x360d28d34f1a35a8d677af02d919a9baef766040,346,1
0x1f83a7b86480e6142a85558ef6999f6091041906,329.3717841980585,1
0xbcad90f4a1ed4067d9bc33d4089ff18a82250253,324.1444212351647,1
0x7d678b9218ac289e0c9f18c82f546c988bfe3022,315,1
0x5299c7d2b73b6a96231081dabfd54dfcc84fedeb,313.3062554302815,1
0x4f58456954b429cf11276b4aaeb1ee91d45daa0e,312.1120169545381,1
0x92a28b6dffe7c1f8a3b6b0f20539c223423b288b,302.0768848114835,1
0x343ef442add9bd565d51b606f444f9221ad0aeb6,302.043672667133,1
0x37ec0203c1cc3cb574c4144d490f770b86e3b557,300,1
0x90299ec59b94398a3a31a795bc585f743d0e5cc9,300,1
0x6fd155b9d52f80e8a73a8a2537268602978486e2,285.7725334242538,1
0xf9903c5d11e8f4bfebcf02747d53319e9c4a10c6,272.3590899082602,1
0x19c4e72f327ccc3b47e6749dcc3920dc232c8ddf,267.4832086464676,1
0xceacc735c67217101abd0ffb46661c42dec366a8,263.54623547660805,1
0xc0ac93abb5539769edac951d9ebd5bcbfb854b0f,250.6267735451049,1
0xa409399fd51c642c3cdc5b4f4e4f3c858f33f589,250.20961833816398,1
0xe0144fa05a0d32b5b1de10ccee7211616b3e3ef0,245.9145574521406,1
0x83e57888cd55c3ea1cfbf0114c963564d81e318d,244.47905231570718,1
0x9f2942ff27e40445d3cb2aad90f84c3a03574f26,244.40448480284996,1
0x32cefb2dc869bbfe636f7547cda43f561bf88d5a,239.9681459640134,1
0xf9c171fb0480fac34289cc5791519fec1d7978c3,238.88849937499998,1
0xbcae3f1ab2ac4a82d199720be78c5a32bb144e8b,235.91259810376098,1
0x914c0e63f98a091e74b7c5e78993bb8de735ae74,216.0829505820165,1
0x68f272fcaae074cb33e68d88a32c325ed0df8379,210,1
0x07dea0c0c2d50ed66cb9d1d110e21f5b9c26184b,208.04436163746342,1
0xeebc0ff65baeafbd971ff01b0e28aabd379936ad,200.42,1
0x5c95fed053997f30b7aa69979c208a5d15479f5d,200,1
0x8aa27e90e139d5ab5704df69429341cbcb2d2464,199.4766494629346,1
0x3e31155a1c17c9f85e74828447aec412090a4622,191.3503789310068,1
0xbe6f56ed9e10e5f58876f7bdf1c83eedaa721fbc,184.50684384261137,1
0xc2fb4b3ea53e10c88d193e709a81c4dc7aec902e,184.11184852710468,1
0x80a8c828673b928db79e47ec1b0cad5a7d71deea,184.07532462112965,1
0xe7dc0ecc39160f1535a77b43989fa327936108c5,181.43183900568735,1
0x52fa3cd7c8926cf515a454658a27d710cf447b2f,180.68829220047527,1
0xd0ef3a2ae7fb496c0897400f1be46693b6183b0a,180.60451426498244,1
0x1308d923e02c38492962d75c26e487ffcdce821c,178.4204209998298,1
0x2982e755b58dbbb1df8240748f8976eb0cd8a3b5,176.09815750526732,1
0xffc02940b6f297bb3aaca6d790f65c1d28e891f7,174.9758270776424,1
0x5832834966933bec942bb06a3b55dd1176cbddd2,173.90685116993563,1
0x6f4a8930ef9c175ec0f3f63a97686d5c505e0e32,170.74613387756185,1
0x1be3505328880f1f204c664d430a9d2817d9d4cc,170.38792976569815,1
0x033e64537940e0602e8f27f571d93904c0009486,168.73406000000003,1
0xca63608615de005339652c0eca93c5836eb0c2bd,166.5217921991919,1
0x9542225b26ae10b4c47625d75da5123d838b30d8,165.19052427873828,1
0x711cdabcfdedef2c82d9da533268d8bb6b7468f8,164.89955049646818,1
0xe42f8e2c4b778fcd572c55e457ed77db4cb20a69,163.39216930215824,1
0x2769e63ebc6cf6e9803ed87aea125eb596a38f95,159.13558919254478,1
0xf0da4128a4ed2ed3ffe5d8618a6e002f338b8e52,159.11684003931077,1
0x6b6c5652d7cb8fcb470213912381bca77183e641,158.71023435579994,1
0x05a45e7416c77c822e24e9679af29d1f07589b40,158.21899932947954,1
0xb1a1225bcf9408f4a8c980f1858734ecb0d537b9,157.50042336259588,1
0x328713d71ce23228d35263ca760984753d08bb59,156.6678856391663,1
0x9f55abf3a9b3ab9401131db5961a1845545dbd47,149.74461286482864,1
0xed2ef70e8b1ebf95bdfd7ba692454143b2a8263b,149.69179591266243,1
0x76efa04a76d4662ee3544ac40bbecbe0cd196ad4,148,1
0x9690a9e92edadd9a4ff64da25eb6ad60791c37ff,146.77714671911383,1
0x760c7b2403a9ee72e704b35adecf94e3d42a9d4f,145,1
0xb943626070bf44232174769fd1e8a233da7686de,141.00705579417922,1
0x405bb3cdf23833bb27bad6629b7cd4f01688235f,138.1121231821641,1
0xe3181f4596509af72d684d89947df309f41f65ff,127.82400267040624,1
0xe621a0b2d4f837fa2a4d15059dae91ea8d9aa9ac,126.48628929493368,1
0x14edc14b3886b2c8068bdef3fb8c05bf07a21c2c,124.09982662068727,1
0x7136fbddd4dffa2369a9283b6e90a040318011ca,122.47485653024744,1
0x33878e070db7f70d2953fe0278cd32adf8104572,120.85445897608619,1
0x6844d559655f8fb1b8644624c9e84217137c9788,120.21110867898034,1
0x457ea659aaabd496550264c6d9d6351666f2fb4b,118.56886046537161,1
0x8fdc1f4191a1d6b35117e475ccf6ad1fb4485248,116.91482539130126,1
0xd2bc5cb641ae6f7a880c3dd5aee0450b5210be23,111.27548030550604,1
0x6897abe0fd62b589260784b21f4ca3f78a0d8017,111.02087465188458,1
0xdf0259238271427c469abc18a2cb3047d5c12466,103.26830709775146,1
0x46d79ec988a2f603477e81ff2c0c7edef3901145,102.72277561890044,1
0x3b067af83f540cb827825a6ee5480441a4237e77,102.16338606243008,1
0xedb892bbd19188cd2def63249d6a657ac6f98935,100.60666108777914,1
0x9fe5829435eb70d4a3c51f8df130f6aad3475efa,100.50640229626168,1
0xf386b1f376a776fcfe7a686d04319f4e7177665c,100.21329249091805,1
0x47b2c37ffee6e8d71ef9dfbe84ee596571885492,99.99,1
0x9f082e184259d2f7089df5ced36679bb88bfe123,96.66099696230016,1
0x28499c2115299beff0c07fe7574ce7222d891c76,94.58431832712628,1
0x3e95bf6df91a0593333f550b6e1485299dfb86be,86.92072407966567,1
0xd1a317989c846e42f64128daebd975f857068a8c,86.39852411712694,1
0x5a227e2919a49f9d4698e9fd2b318efcd0f16bda,86.15910647202313,1
0x884ff907d5fb8bae239b64aa8ad18ba3f8196038,81.85741640606918,1
0xc19a8a1e9f2059138a3d11a7335fd215694e088a,81.27589271037793,1
0xcaff17d5c7c349be300e93cbaf56bc868ef75982,76.06416129052,1
0x33dcb3ec1918b6913c00954d8f40bfc04a5cfd20,74,1
0x82d41c07c20437d8398a2c5d62a03c64c7235f45,70.76236195951587,1
0x4d64152d23260f399af956c6a777740cfc263d1c,69.97469939240241,1
0x62edaac42add454ebf7f228f50ec8093ea446176,68.07731271558882,1
0xfe96d1ed2a4c9e60e0e3030609af0361a515169e,68.07130455886188,1
0x82487122c146965ce3cc7f1fa16512f08af8b616,67.99950550647087,1
0x2cecb3b75bc8dfb22725ff657062c47d6ddd4629,65.3948803769343,1
0x269ceb186ae90b062cff495465b1eb7fc2fee9fd,64.34805603381842,1
0xd054c5ebf6ab2302b63c4fb30d78d5a2c5996b58,63.74472129429074,1
0xcaa271e642bdb4c63ebbabf52b4040b12526e6c9,61.31746163730899,1
0x4318cc449b1cbe6d64dd82e16abe58c79e076c2b,60.87250794532516,1
0xe64113140960528f6af928d7ca4f45d192286a7a,54.710522905997735,1
0x320c338bcf70baaae26e96201c33b48105bc62c2,52.3897796909422,1
0x1f9e7984eddb135ab6d6f354e229970bb332dcc4,51.219239293555404,1
0xde2be7c9c542c55a7a77489a3a7745493988947f,50.48043725292471,1
